domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
bients.com,unreliable,0.18,1,,,,,9.9,2016-04-23T09:16:43Z,,,0.2,0.2,0.2,0.2,0.2,0.2
bigamericannews.com,satire,0.27,1,,,,,11.5,2014-08-27T16:18:37Z,,,0.3,0.3,0.3,0.3,0.3,0.3
bigbluedimension.com,rumor,0.225,1,,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25
bigbluevision.com,unreliable,0.138,1,,,,,0.6,2025-08-06T13:25:40Z,,,0.15,0.15,0.15,0.2,0.15,0.15
bigbluevision.org,unreliable,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
biggovernment.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:14.027Z,,,0.1,0.0,0.1,0.1,0.1,0.1
bighairynews.com,fake,0.045,1,,,,,21.6,2004-07-14T00:00:30Z,,,0.05,0.05,0.05,0.05,0.05,0.05
bigislandtimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:31Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bigleaguepolitics.com,unreliable,0.215,1,L,FN,0.1,279409,9.8,2016-04-30T13:28:15Z,1,,0.1,0.1,0.35,0.1,0.85,0.1
bignuggetnews.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
bigskytimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:50Z,,,0.1,0.2,0.1,0.1,0.1,0.1
billionbibles.org,unreliable,0.075,1,VL,FN,0.0,,18.6,2007-07-25T07:58:34Z,,,0.1,0.0,0.1,0.1,0.1,0.1
biodefense.com,unreliable,0.075,1,VL,CP,0.0,,27.1,1999-02-01T05:00:00Z,,,0.1,0.0,0.1,0.1,0.1,0.1
biologos.org,unreliable,0.118,1,M,CP,0.2,225776,19.1,2007-02-04T14:32:34.574Z,,,0.1,0.2,0.35,0.1,0.1,0.1
bioscienceresource.org,unreliable,0.105,1,M,CP,0.2,,20.1,2006-01-28T00:16:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bipartisanreport.com,unreliable,0.165,2,L,FN,0.1,,14.1,2012-02-09T02:23:25Z,,,0.2,0.1,0.2,0.2,0.2,0.2
bitchute.com,unreliable,0.188,1,VL,FN,0.0,6331,11.8,2014-05-29T01:47:54Z,1,,0.1,0.0,0.1,0.1,0.85,0.1
blackagendareport.com,unreliable,0.103,1,,,,154131,19.7,2006-06-09T18:41:57Z,,,0.1,0.1,0.35,0.1,0.1,0.1
blackeyepolitics.com,unreliable,0.09,1,L,FN,0.1,,8.0,2018-03-13T15:29:10Z,,,0.1,0.1,0.1,0.1,0.1,0.1
blackgenocide.org,conspiracy,0.09,2,L,FN,0.1,,24.4,2001-09-19T00:19:49Z,,,0.1,0.1,0.1,0.1,0.1,0.1
blackinusrancenews.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
blacklistednews.com,unreliable,0.188,2,M,CP,0.2,262012,20.0,2006-03-01T07:01:32Z,,,0.2,0.2,0.35,0.2,0.2,0.2
blacknews.com,unreliable,0.118,1,M,FN,0.2,316832,27.5,1998-08-30T04:00:00Z,,,0.1,0.2,0.35,0.1,0.1,0.1
blckbx.tv,unreliable,0.075,1,VL,CP,0.0,,5.4,2020-10-13T18:29:22Z,,,0.1,0.0,0.1,0.1,0.1,0.1
blingnews.com,unreliable,0.09,1,L,FN,0.1,,4.3,2021-10-31T18:11:37Z,,,0.1,0.1,0.1,0.1,0.1,0.1
bloomingtonleader.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:48Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bluegrasstimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bluenationreview.com,unreliable,0.18,1,,,,,11.9,2014-04-25T00:59:13Z,,,0.2,0.2,0.2,0.2,0.2,0.2
bluestatebluesnews.com,unreliable,0.105,1,M,FN,0.2,,5.2,2020-12-16T20:58:40Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bluntforcetruth.com,unreliable,0.09,1,L,FN,0.1,,11.6,2014-08-08T13:01:27Z,,,0.1,0.1,0.1,0.1,0.1,0.1
boilingfrogspost.com,unreliable,0.103,1,,,,880467,3.3,2022-11-27T19:24:55Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
boisecitywire.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bongino.com,unreliable,0.118,1,M,FN,0.2,254185,18.1,2008-02-04T00:04:19Z,,,0.1,0.2,0.35,0.1,0.1,0.1
bonsens.info,unreliable,0.09,1,L,CP,0.1,,5.4,2020-10-02T16:45:19.861Z,,,0.1,0.1,0.1,0.1,0.1,0.1
borderlandalternativemedia.com,unreliable,0.09,1,L,FN,0.1,,3.5,2022-08-16T18:06:43Z,,,0.1,0.1,0.1,0.1,0.1,0.1
borowitzreport.com,satire,0.273,1,,,,398621,25.1,2001-01-23T13:25:09Z,,,0.3,0.3,0.35,0.3,0.3,0.3
bossip.com,unreliable,0.11,1,M,FN,0.2,71718,19.9,2006-03-30T06:05:51Z,0,,0.1,0.2,0.2,0.1,0.1,0.1
bostonbroadside.com,unreliable,0.105,1,M,FN,0.2,,11.9,2014-04-20T01:31:23Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bostonleader.com,fake,0.045,1,,,,,9.5,2016-09-09T22:09:26Z,,,0.05,0.05,0.05,0.05,0.05,0.05
bostontribune.com,satire,0.27,1,,,,,16.0,2010-02-19T19:49:46Z,,,0.3,0.3,0.3,0.3,0.3,0.3
boulderleader.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bowlinggreentoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:43Z,,,0.1,0.2,0.1,0.1,0.1,0.1
brandnewtube.com,unreliable,0.088,1,VL,CP,0.0,318950,5.8,2020-05-06T14:40:26Z,0,,0.1,0.0,0.35,0.1,0.1,0.1
bransontimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
breaking911.com,unreliable,0.158,2,VL,FN,0.0,445643,14.5,2011-08-19T19:34:12Z,,,0.2,0.0,0.35,0.2,0.2,0.2
breakingchristiannews.com,unreliable,0.09,1,L,FN,0.1,,21.2,2004-12-10T05:11:49Z,,,0.1,0.1,0.1,0.1,0.1,0.1
breakingfirst.com,unreliable,0.09,1,L,FN,0.1,,8.2,2018-01-05T23:37:46Z,,,0.1,0.1,0.1,0.1,0.1,0.1
breakingnews247.net,unreliable,0.09,1,L,FN,0.1,,9.4,2016-10-22T09:37:10Z,,,0.1,0.1,0.1,0.1,0.1,0.1
breakingwide.com,unreliable,0.105,1,M,FN,0.2,,6.3,2019-11-12T10:30:56Z,,,0.1,0.2,0.1,0.1,0.1,0.1
breakpoint.org,unreliable,0.103,1,,,,259912,29.2,1996-12-05T05:00:00Z,,,0.1,0.1,0.35,0.1,0.1,0.1
breitbart.com,mixed,0.153,2,M,FN,0.2,4015,27.0,1999-03-14T05:00:00Z,7,,0.2,0.2,0.1,0.2,0.05,0.2
brevardsun.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:31Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bridgeporttimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
brighteon.com,unreliable,0.08,1,VL,CP,0.0,35799,7.7,2018-07-06T22:24:06Z,,,0.1,0.0,0.2,0.1,0.1,0.1
brightside.me,unreliable,0.105,1,M,CP,0.2,6540,,,,,0.1,0.2,0.1,0.1,0.1,0.1
bristolreporter.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
britainfirst.org,unreliable,0.09,1,L,FN,0.1,,15.2,2011-01-04T12:20:06.154Z,,,0.1,0.1,0.1,0.1,0.1,0.1
brotherjohnf.com,mixed,0.18,1,,,,,8.0,2018-02-18T19:56:27Z,,,0.2,0.2,0.2,0.2,0.2,0.2
buckeyereporter.com,unreliable,0.12,1,M,,0.3,,6.7,2019-06-30T20:46:37Z,,,0.1,0.3,0.1,0.1,0.1,0.1
buckscountystandard.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T16:55:10Z,,,0.1,0.2,0.1,0.1,0.1,0.1
buffalochronicle.com,unreliable,0.105,1,M,FN,0.2,,11.7,2014-06-17T00:32:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
buffaloledger.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:11Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bugout.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-08-05T05:45:58.883Z,,,0.1,0.0,0.1,0.1,0.1,0.1
bullionbullscanada.com,conspiracy,0.09,1,,,,,17.1,2009-01-06T21:37:11Z,,,0.1,0.1,0.1,0.1,0.1,0.1
burlingtonreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
burlingtonreview.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:14Z,,,0.1,0.2,0.1,0.1,0.1,0.1
burrardstreetjournal.com,satire,0.27,1,,,,,9.9,2016-04-07T21:26:44Z,,,0.3,0.3,0.3,0.3,0.3,0.3
businessdailynetwork.com/states/ak,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/al,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ar,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/az,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ca,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/co,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ct,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/dc,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/de,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/fl,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ga,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/hi,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ia,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/id,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/il,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/in,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ky,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/la,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ma,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/md,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/mi,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/mn,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/mo,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ms,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/mt,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/nc,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/nd,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ne,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/nj,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/nm,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/nv,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ny,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/oh,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/ok,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessdailynetwork.com/states/or,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
businessday.ng,unreliable,0.11,1,M,FN,0.2,31703,,,,,0.1,0.2,0.2,0.1,0.1,0.1
butlercountytoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
buzzfeedusa.com,fake,0.045,1,,,,,9.6,2016-07-31T15:11:59Z,,,0.05,0.05,0.05,0.05,0.05,0.05
buzzloving.com,unreliable,0.105,1,M,FN,0.2,,3.1,2023-01-27T15:02:14Z,,,0.1,0.2,0.1,0.1,0.1,0.1
bvanews.com,unreliable,0.09,1,,,,,10.0,2016-02-19T15:07:59Z,,,0.1,0.1,0.1,0.1,0.1,0.1
c19budesonide.com,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
c19colchicine.com,unreliable,0.11,1,M,FN,0.2,,1.7,2024-06-19T18:21:35Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19curcumin.com,unreliable,0.11,1,M,FN,0.2,,0.3,2025-11-10T19:18:02Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19early.com,unreliable,0.105,1,M,FN,0.2,,5.0,2021-03-07T01:08:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
c19favipiravir.com,unreliable,0.11,1,M,FN,0.2,,0.8,2025-05-02T12:13:25Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19fluvoxamine.com,unreliable,0.105,1,M,FN,0.2,,5.1,2021-02-11T07:55:04Z,,,0.1,0.2,0.1,0.1,0.1,0.1
c19hcq.com,unreliable,0.105,1,M,FN,0.2,,5.7,2020-07-03T11:01:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
c19melatonin.com,unreliable,0.11,1,M,FN,0.2,,0.2,2025-12-29T03:38:25Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19nitazoxanide.com,unreliable,0.11,1,M,FN,0.2,,1.7,2024-07-04T21:22:15Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19ns.com,unreliable,0.11,1,M,FN,0.2,,0.1,2026-01-12T00:40:05Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19proxalutamide.com,unreliable,0.105,1,M,FN,0.2,,5.0,2021-03-11T02:03:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
c19pvpi.com,unreliable,0.11,1,M,FN,0.2,,0.9,2025-04-01T18:16:33Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19quercetin.com,unreliable,0.11,1,M,FN,0.2,,0.1,2026-01-15T11:57:08Z,,,0.1,0.2,0.1,0.2,0.1,0.1
c19vitamind.com,unreliable,0.105,1,M,FN,0.2,,5.3,2020-10-28T21:50:12Z,,,0.1,0.2,0.1,0.1,0.1,0.1
c19zinc.com,unreliable,0.105,1,M,FN,0.2,,5.3,2020-10-28T21:50:11Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cabarrustoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:51Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
cair.com,unreliable,0.11,1,M,FN,0.2,81187,30.1,1996-01-24T05:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
caitlinjohnston.com,unreliable,0.105,1,M,CP,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
caixinglobal.com,unreliable,0.11,1,M,FN,0.2,47779,9.4,2016-10-09T03:27:30Z,,,0.1,0.2,0.2,0.1,0.1,0.1
caldronpool.com,unreliable,0.118,1,M,FN,0.2,939913,8.4,2017-10-13T00:10:33Z,,,0.1,0.2,0.35,0.1,0.1,0.1
californiacollapse.news,unreliable,0.075,1,VL,CP,0.0,,7.9,2018-04-07T17:03:34.507Z,,,0.1,0.0,0.1,0.1,0.1,0.1
callthecops.net,satire,0.27,1,,,,,12.8,2013-05-26T17:46:47Z,,,0.3,0.3,0.3,0.3,0.3,0.3
campechepost.com,unreliable,0.105,1,M,FN,0.2,,5.5,2020-09-01T21:50:57Z,,,0.1,0.2,0.1,0.1,0.1,0.1
campusinsanity.com,unreliable,0.075,1,VL,CP,0.0,,10.3,2015-11-13T02:36:12Z,,,0.1,0.0,0.1,0.1,0.1,0.1
canadafreepress.com,conspiracy,0.095,2,L,FN,0.1,83589,23.5,2002-08-20T18:13:33Z,,,0.1,0.1,0.2,0.1,0.1,0.1
canarymission.org,unreliable,0.118,1,M,FN,0.2,505047,11.1,2015-02-10T13:46:08.974Z,,,0.1,0.2,0.35,0.1,0.1,0.1
cancer.news,unreliable,0.12,1,VL,CP,0.0,,8.4,2017-10-24T18:33:46.743Z,4,,0.1,0.0,0.1,0.1,0.4,0.1
cannasos.com,fake,0.045,1,,,,,11.8,2014-04-28T22:46:20Z,,,0.05,0.05,0.05,0.05,0.05,0.05
cantonreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cap-news.com,fake,0.045,2,VL,FN,0.0,,0.7,2025-06-15T18:06:38Z,,,0.05,0.0,0.05,0.2,0.05,0.05
capecodledger.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
capenews.com,unreliable,0.105,1,M,FN,0.2,,27.1,1999-02-05T05:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
capitaldistricttimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:16Z,,,0.1,0.2,0.1,0.1,0.1,0.1
carbondalereporter.com,unreliable,0.105,1,M,FN,0.2,,10.1,2016-01-22T15:19:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cardinalpine.com,unreliable,0.105,1,M,FN,0.2,,6.1,2020-01-15T23:12:55Z,,,0.1,0.2,0.1,0.1,0.1,0.1
carm.org,unreliable,0.095,1,L,CP,0.1,77861,28.9,1997-04-10T04:00:00.931Z,,,0.1,0.1,0.2,0.1,0.1,0.1
catholic.org,unreliable,0.11,1,M,CP,0.2,27380,31.3,1994-11-16T05:00:00.128Z,,,0.1,0.2,0.2,0.1,0.1,0.1
cato.org/blog,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
causeur.fr,unreliable,0.118,1,M,FN,0.2,174177,18.4,2007-10-15T10:41:59Z,,,0.1,0.2,0.35,0.1,0.1,0.1
cbn.com,unreliable,0.11,1,M,CP,0.2,14260,30.5,1995-08-18T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
cbsnews.com.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
cdareporter.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cdc.news,unreliable,0.188,1,VL,CP,0.0,,10.6,2015-07-12T23:45:48.057Z,1,,0.1,0.0,0.1,0.1,0.85,0.1
cedarrapidstoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cei.org,unreliable,0.103,1,L,FN,0.1,113042,30.5,1995-08-29T04:00:00Z,,,0.1,0.1,0.35,0.1,0.1,0.1
celebtricity.com,satire,0.27,1,,,,,14.3,2011-11-02T00:08:32Z,,,0.3,0.3,0.3,0.3,0.3,0.3
censored.news,unreliable,0.09,1,L,FN,0.1,,10.6,2015-07-12T17:00:00.283Z,,,0.1,0.1,0.1,0.1,0.1,0.1
censorship.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:06.387Z,,,0.1,0.0,0.1,0.1,0.1,0.1
centennialstatenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:40Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centerforsecuritypolicy.org,mixed,0.188,2,M,FN,0.2,277118,24.6,2001-08-06T22:26:44.511Z,,,0.2,0.2,0.35,0.2,0.2,0.2
centerforsecuritypolicy.org/#articles,unreliable,0.135,1,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15
centralbrowardnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralcoloradonews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralfloridapost.com,unreliable,0.09,1,L,FN,0.1,,10.1,2016-01-25T04:47:50Z,,,0.1,0.1,0.1,0.1,0.1,0.1
centralgeorgianews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:34Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralidahotimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:42Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centraliowatimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralmissourinews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:30Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralmontanatimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralndnews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:16Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centraloctimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralohiotoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centraloregontimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:34Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralpatimes.com,unreliable,0.105,1,M,FN,0.2,,3.6,2022-07-24T15:01:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
centralstlnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cernovich.com,unreliable,0.105,1,M,FN,0.2,,20.3,2005-11-21T04:29:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cf.org,unreliable,0.105,1,M,FN,0.2,,25.3,2000-11-06T11:34:13.917Z,,,0.1,0.2,0.1,0.1,0.1,0.1
cfact.org,unreliable,0.103,1,L,CP,0.1,454473,29.1,1997-02-03T05:00:00.532Z,,,0.1,0.1,0.35,0.1,0.1,0.1
cgtn.com,unreliable,0.105,1,M,FN,0.2,5159,23.3,2002-11-15T06:47:52Z,,,0.1,0.2,0.1,0.1,0.1,0.1
chambanasun.com,unreliable,0.105,1,M,FN,0.2,,10.5,2015-08-21T16:18:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
channel-7-news.com,fake,0.045,1,,,,,9.5,2016-08-30T17:15:28Z,,,0.05,0.05,0.05,0.05,0.05,0.05
channel18news.com,fake,0.045,1,,,,,9.7,2016-06-26T21:44:25Z,,,0.05,0.05,0.05,0.05,0.05,0.05
chapelhillreview.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:07Z,,,0.1,0.2,0.1,0.1,0.1,0.1
charismanews.com,mixed,0.188,2,M,CP,0.2,111864,27.8,1998-05-05T04:00:00Z,,,0.2,0.2,0.35,0.2,0.2,0.2
chaser.com.au,satire,0.273,1,,,,849840,,,,,0.3,0.3,0.35,0.3,0.3,0.3
checkoutthehealthyworld.com,unreliable,0.18,1,,,,,0.9,2025-04-02T18:10:02Z,,,0.2,0.2,0.2,0.2,0.2,0.2
chicagocitywire.com,unreliable,0.118,1,M,FN,0.2,860010,9.8,2016-05-18T15:07:25Z,,,0.1,0.2,0.35,0.1,0.1,0.1
chicksontheright.com,unreliable,0.18,1,,,,,17.0,2009-02-18T17:55:21Z,,,0.2,0.2,0.2,0.2,0.2,0.2
chicotimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:48Z,,,0.1,0.2,0.1,0.1,0.1,0.1
chihuahuapost.com,unreliable,0.105,1,M,FN,0.2,,22.1,2004-01-09T01:41:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
childrenshealthdefense.org,unreliable,0.095,1,L,CP,0.1,38017,7.8,2018-05-24T23:50:53.873Z,,,0.1,0.1,0.2,0.1,0.1,0.1
childrenshealthdefense.org/defender,unreliable,0.09,1,L,CP,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
chinadaily.com.cn,unreliable,0.105,1,M,FN,0.2,2637,,,,,0.1,0.2,0.1,0.1,0.1,0.1
chlorellafactor.com,unreliable,0.075,1,VL,CP,0.0,,22.0,2004-02-24T15:29:20Z,,,0.1,0.0,0.1,0.1,0.1,0.1
christianaction.org,unreliable,0.09,1,L,FN,0.1,,26.9,1999-04-01T05:00:00.022Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
christianfightback.com,unreliable,0.135,1,,,,,6.3,2019-10-28T18:36:51Z,,,0.15,0.15,0.15,0.15,0.15,0.15
christianpost.com,reliable,0.775,1,,,,15303,24.6,2001-07-18T10:44:56Z,,,0.9,0.9,0.2,0.9,0.9,0.9
